path,locus,ntaxa,chars_count,site_count,conserved_sites,proportion_cons_sites,variable_sites,proportion_var_sites,parsimony_informative_sites,proportion_pars_inf_sites,missing_data,proportion_missing_data,gc_content,at_content,?,-,A,C,G,T,N,R,Y,S,W,K,M,B,D,H,V,.,
shrew-nexus-clean-trimmed/uce-15.nexus,uce-15,82,41492,506,488,0.9644268774703557,18,0.03557312252964427,2,0.003952569169960474,699,0.016846621035380316,0.4203942928757351,0.5627590860888846,0,699,11409,9307,8136,11941,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-16.nexus,uce-16,77,56441,733,630,0.859481582537517,103,0.14051841746248295,30,0.040927694406548434,3237,0.057351925019046436,0.4204036073067451,0.5222444676742085,0,3237,15788,11837,11891,13688,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-17.nexus,uce-17,70,44590,637,516,0.8100470957613815,121,0.18995290423861852,57,0.08948194662480377,3798,0.08517604844135457,0.30706436420722133,0.6077595873514241,0,3798,13301,7863,5829,13799,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-18.nexus,uce-18,75,38175,509,444,0.8722986247544204,65,0.12770137524557956,12,0.023575638506876228,3995,0.10464963981663392,0.37686967910936475,0.5184806810740014,0,3995,8566,7212,7175,11227,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-19.nexus,uce-19,65,52195,803,680,0.8468244084682441,123,0.15317559153175592,64,0.07970112079701121,5028,0.0963310661940799,0.32692786665389406,0.5767410671520261,0,5028,16890,7916,9148,13213,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-23.nexus,uce-23,75,41850,558,503,0.9014336917562724,55,0.0985663082437276,12,0.021505376344086023,1803,0.043082437275985666,0.30714456391875744,0.6497729988052569,0,1803,13457,6760,6094,13736,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-24.nexus,uce-24,70,53550,765,707,0.9241830065359478,58,0.07581699346405228,13,0.01699346405228758,711,0.013277310924369748,0.3606909430438842,0.626031746031746,0,711,18927,9822,9493,14597,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-25.nexus,uce-25,66,39402,597,454,0.7604690117252931,143,0.23953098827470687,63,0.10552763819095477,1918,0.04867773209481752,0.3811735444901274,0.5701487234150551,0,1918,14043,9195,5824,8422,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-29.nexus,uce-29,48,32304,673,586,0.8707280832095097,87,0.12927191679049035,11,0.01634472511144131,10300,0.31884596334819215,0.2947622585438336,0.38639177810797426,0,10300,6355,5145,4377,6127,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-33.nexus,uce-33,45,10395,231,197,0.8528138528138528,34,0.1471861471861472,14,0.06060606060606061,530,0.05098605098605099,0.33054353054353053,0.6184704184704185,0,530,3080,1891,1545,3349,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-34.nexus,uce-34,81,57753,713,650,0.9116409537166901,63,0.08835904628330996,17,0.023842917251051893,3207,0.05552958287881149,0.353903693314633,0.5905667238065555,0,3207,16094,9945,10494,18013,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-36.nexus,uce-36,56,11368,203,172,0.8472906403940886,31,0.15270935960591134,11,0.054187192118226604,100,0.008796622097114707,0.4153764954257565,0.5758268824771288,0,100,3604,2664,2058,2942,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-38.nexus,uce-38,62,20460,330,291,0.8818181818181818,39,0.11818181818181818,17,0.051515151515151514,1513,0.07394916911045943,0.41593352883675466,0.5101173020527859,0,1513,4870,4646,3864,5567,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-39.nexus,uce-39,61,55327,907,827,0.9117971334068358,80,0.08820286659316427,24,0.026460859977949284,15896,0.2873099933124876,0.268060802140004,0.4446292045475084,0,15896,12973,7304,7527,11627,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-42.nexus,uce-42,76,18088,238,179,0.7521008403361344,59,0.24789915966386555,16,0.06722689075630252,379,0.020953118089341,0.3856147722246793,0.5934321096859797,0,379,4973,3692,3283,5761,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-43.nexus,uce-43,46,15824,344,331,0.9622093023255814,13,0.0377906976744186,10,0.029069767441860465,1180,0.07457027300303337,0.3039054600606673,0.6215242669362993,0,1180,5289,2731,2078,4546,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-45.nexus,uce-45,15,3690,246,240,0.975609756097561,6,0.024390243902439025,1,0.0040650406504065045,131,0.03550135501355014,0.5132791327913279,0.45121951219512196,0,131,1020,850,1044,645,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-46.nexus,uce-46,59,34928,592,531,0.8969594594594594,61,0.10304054054054054,14,0.02364864864864865,6902,0.19760650480989464,0.2803481447549244,0.522045350435181,0,6902,9089,5037,4755,9145,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-47.nexus,uce-47,63,33390,530,447,0.8433962264150944,83,0.15660377358490565,33,0.062264150943396226,1390,0.04162923030847559,0.4360587002096436,0.5223120694818808,0,1390,9183,8023,6537,8257,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-53.nexus,uce-53,66,62040,940,751,0.798936170212766,189,0.20106382978723406,53,0.05638297872340425,9206,0.14838813668600903,0.347678916827853,0.503932946486138,0,9206,14269,13090,8480,16995,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-54.nexus,uce-54,85,112285,1321,972,0.7358062074186222,349,0.26419379258137776,69,0.052233156699470096,39321,0.3501892505677517,0.2905463775214855,0.35926437191076277,0,39321,17111,17922,14702,23229,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-55.nexus,uce-55,81,58320,720,487,0.6763888888888889,233,0.3236111111111111,78,0.10833333333333334,3027,0.05190329218106996,0.34374142661179696,0.6043552812071331,0,3027,17367,10581,9466,17879,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-59.nexus,uce-59,74,58460,790,616,0.779746835443038,174,0.22025316455696203,60,0.0759493670886076,12341,0.21110160793705096,0.28563120082107424,0.5032671912418748,0,12341,16722,8136,8562,12699,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-61.nexus,uce-61,70,101780,1454,1303,0.8961485557083907,151,0.10385144429160935,60,0.04126547455295736,14203,0.13954607977991748,0.3603753193161721,0.5000786009039104,0,14203,26731,21059,15620,24167,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-62.nexus,uce-62,70,32130,459,445,0.9694989106753813,14,0.030501089324618737,7,0.015250544662309368,797,0.024805477746654217,0.39106753812636164,0.5841269841269842,0,797,11092,6765,5800,7676,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-63.nexus,uce-63,59,17759,301,245,0.813953488372093,56,0.18604651162790697,4,0.013289036544850499,780,0.0439213919702686,0.3088011712371192,0.6472774367926122,0,780,6529,2651,2833,4966,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-65.nexus,uce-65,74,24124,326,288,0.8834355828220859,38,0.1165644171779141,14,0.04294478527607362,240,0.00994859890565412,0.3357652130658266,0.6542861880285193,0,240,7114,4966,3134,8670,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-66.nexus,uce-66,65,36855,567,475,0.8377425044091711,92,0.16225749559082892,15,0.026455026455026454,3121,0.08468321801655135,0.2734228734228734,0.6418939085605753,0,3121,12407,5284,4793,11250,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-67.nexus,uce-67,72,61920,860,769,0.8941860465116279,91,0.1058139534883721,20,0.023255813953488372,20444,0.33016795865633075,0.3167151162790698,0.35311692506459946,0,20444,11621,9390,10221,10244,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-70.nexus,uce-70,75,54075,721,641,0.8890429958391124,80,0.11095700416088766,12,0.016643550624133148,4596,0.08499306518723994,0.36536292186777625,0.5496440129449838,0,4596,15237,10347,9410,14485,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-72.nexus,uce-72,73,71467,979,762,0.7783452502553626,217,0.2216547497446374,91,0.09295199182839632,15598,0.21825457903647838,0.3034547413491542,0.4782906796143675,0,15598,17649,10979,10708,16533,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-74.nexus,uce-74,72,40824,567,504,0.8888888888888888,63,0.1111111111111111,19,0.03350970017636684,2274,0.055702527924750146,0.33411718596903783,0.610180286106212,0,2274,11999,7260,6380,12911,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-75.nexus,uce-75,59,34220,580,488,0.8413793103448276,92,0.15862068965517243,45,0.07758620689655173,7753,0.22656341320864992,0.22393337229690238,0.5495032144944477,0,7753,10277,4005,3658,8527,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-76.nexus,uce-76,72,52272,726,516,0.7107438016528925,210,0.2892561983471074,69,0.09504132231404959,8066,0.1543082338536884,0.3062825221916131,0.5394092439546985,0,8066,12373,8993,7017,15823,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-77.nexus,uce-77,67,17755,265,214,0.8075471698113208,51,0.19245283018867926,18,0.06792452830188679,340,0.019149535342157138,0.4366094058011828,0.5442410588566601,0,340,6901,3664,4088,2762,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-80.nexus,uce-80,74,62530,845,799,0.9455621301775148,46,0.054437869822485205,19,0.022485207100591716,9620,0.15384615384615385,0.27882616344154804,0.567327682712298,0,9620,16387,8195,9240,19088,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-81.nexus,uce-81,48,13200,275,240,0.8727272727272727,35,0.12727272727272726,3,0.01090909090909091,1216,0.09212121212121212,0.5567424242424243,0.35113636363636364,0,1216,2146,3370,3979,2489,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-83.nexus,uce-83,72,34560,480,398,0.8291666666666667,82,0.17083333333333334,23,0.04791666666666667,1410,0.04079861111111111,0.39849537037037036,0.5607060185185185,0,1410,10359,6072,7700,9019,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-84.nexus,uce-84,63,74529,1183,959,0.8106508875739645,224,0.1893491124260355,62,0.052409129332206254,20796,0.27903232298836694,0.2216855183888151,0.49928215862281794,0,20796,17131,8223,8299,20080,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-85.nexus,uce-85,84,23268,277,252,0.9097472924187726,25,0.09025270758122744,12,0.04332129963898917,306,0.013151108818978855,0.39113804366511945,0.5957108475159016,0,306,6972,5201,3900,6889,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-87.nexus,uce-87,46,7820,170,162,0.9529411764705882,8,0.047058823529411764,2,0.011764705882352941,167,0.02135549872122762,0.3333759590792839,0.6452685421994885,0,167,2389,1395,1212,2657,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-88.nexus,uce-88,75,20625,275,235,0.8545454545454545,40,0.14545454545454545,20,0.07272727272727272,666,0.03229090909090909,0.40179393939393937,0.5659151515151515,0,666,5858,3843,4444,5814,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-90.nexus,uce-90,65,14495,223,179,0.8026905829596412,44,0.19730941704035873,16,0.07174887892376682,78,0.0053811659192825115,0.4108313211452225,0.583787512935495,0,78,4985,3499,2456,3477,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-93.nexus,uce-93,68,33320,490,411,0.8387755102040816,79,0.16122448979591836,27,0.05510204081632653,1563,0.046908763505402164,0.4804621848739496,0.4726290516206483,0,1563,8265,7334,8675,7483,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-94.nexus,uce-94,81,60345,745,632,0.8483221476510067,113,0.15167785234899328,18,0.024161073825503355,9660,0.1600795426298782,0.2885077471207225,0.5514127102493993,0,9660,15164,8138,9272,18111,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-95.nexus,uce-95,59,37288,632,467,0.7389240506329114,165,0.2610759493670886,40,0.06329113924050633,4392,0.11778588285775585,0.34936172495172707,0.532852392190517,0,4392,10322,5959,7068,9547,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-97.nexus,uce-97,79,50323,637,508,0.7974882260596546,129,0.20251177394034536,57,0.08948194662480377,5673,0.11273175287641833,0.36225980168113986,0.5250084454424419,0,5673,13249,9125,9105,13171,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-98.nexus,uce-98,62,13764,222,205,0.9234234234234234,17,0.07657657657657657,5,0.02252252252252252,108,0.007846556233653008,0.46280151118860796,0.529351932577739,0,108,3442,3612,2758,3844,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-99.nexus,uce-99,64,46656,729,664,0.9108367626886146,65,0.08916323731138547,6,0.00823045267489712,5552,0.11899862825788751,0.2823002400548697,0.5987011316872428,0,5552,14872,7880,5291,13061,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-101.nexus,uce-101,83,52539,633,575,0.9083728278041074,58,0.09162717219589257,17,0.026856240126382307,2916,0.05550162736253069,0.37263746930851366,0.5718609033289557,0,2916,15325,8442,11136,14720,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-102.nexus,uce-102,41,17753,433,406,0.9376443418013857,27,0.06235565819861432,9,0.020785219399538105,3268,0.18408156367937814,0.3868641919675548,0.4290542443530671,0,3268,3795,2811,4057,3822,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-103.nexus,uce-103,52,46644,897,709,0.79041248606466,188,0.20958751393534003,27,0.030100334448160536,6689,0.1434053683217563,0.32700883286167565,0.5295857988165681,0,6689,12246,7011,8242,12456,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-105.nexus,uce-105,73,27083,371,311,0.8382749326145552,60,0.16172506738544473,15,0.04043126684636118,2571,0.09493039914337408,0.27906805006830854,0.6260015507883174,0,2571,8286,4117,3441,8668,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-106.nexus,uce-106,77,60676,788,686,0.8705583756345178,102,0.12944162436548223,29,0.03680203045685279,7725,0.12731557782319203,0.37764519744215175,0.4950392247346562,0,7725,17044,10172,12742,12993,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-110.nexus,uce-110,69,41883,607,500,0.8237232289950577,107,0.17627677100494235,45,0.07413509060955518,2396,0.057206981352816176,0.2884463863620085,0.6543466322851754,0,2396,15925,6926,5155,11481,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-111.nexus,uce-111,64,28416,444,376,0.8468468468468469,68,0.15315315315315314,27,0.060810810810810814,3015,0.10610219594594594,0.3524774774774775,0.5414203265765766,0,3015,9469,4813,5203,5916,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-114.nexus,uce-114,77,41580,540,422,0.7814814814814814,118,0.21851851851851853,30,0.05555555555555555,4788,0.11515151515151516,0.3467772967772968,0.538071188071188,0,4788,10467,6944,7475,11906,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-115.nexus,uce-115,81,57267,707,602,0.8514851485148515,105,0.1485148514851485,42,0.0594059405940594,4104,0.07166430928807166,0.40152269195173484,0.5268129987601935,0,4104,13457,11536,11458,16712,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-117.nexus,uce-117,69,50853,737,696,0.9443690637720489,41,0.05563093622795115,14,0.018995929443690638,7769,0.15277368100210412,0.2890488270111891,0.5581774919867067,0,7769,14916,7720,6979,13469,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-119.nexus,uce-119,72,17928,249,230,0.9236947791164659,19,0.07630522088353414,4,0.01606425702811245,90,0.0050200803212851405,0.37265729585006696,0.6223226238286479,0,90,4717,3893,2788,6440,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-120.nexus,uce-120,75,61350,818,770,0.941320293398533,48,0.05867970660146699,7,0.008557457212713936,8054,0.131279543602282,0.36293398533007337,0.5057864710676446,0,8054,15146,11525,10741,15884,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-121.nexus,uce-121,73,29784,408,391,0.9583333333333334,17,0.041666666666666664,6,0.014705882352941176,1343,0.04509132420091324,0.2860596293311845,0.6688490464679022,0,1343,8633,3790,4730,11288,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-124.nexus,uce-124,69,18768,272,246,0.9044117647058824,26,0.09558823529411764,15,0.05514705882352941,660,0.03516624040920716,0.3443627450980392,0.6204710144927537,0,660,7389,2801,3662,4256,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-125.nexus,uce-125,72,37584,522,483,0.9252873563218391,39,0.07471264367816093,19,0.03639846743295019,2735,0.07277032779906344,0.4456417624521073,0.4815879097488293,0,2735,9774,9146,7603,8326,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-127.nexus,uce-127,43,22704,528,476,0.9015151515151515,52,0.09848484848484848,16,0.030303030303030304,951,0.041886892177589855,0.35258104298801973,0.6055320648343904,0,951,5720,4131,3874,8028,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-128.nexus,uce-128,68,29036,427,333,0.7798594847775175,94,0.22014051522248243,36,0.08430913348946135,1225,0.04218900675024108,0.29959360793497725,0.6582173853147817,0,1225,10186,3910,4789,8926,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-129.nexus,uce-129,78,85020,1090,818,0.7504587155963303,272,0.24954128440366974,119,0.10917431192660551,12134,0.1427193601505528,0.27939308398023993,0.5778875558692073,0,12134,24220,12489,11265,24912,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-132.nexus,uce-132,61,13359,219,204,0.9315068493150684,15,0.0684931506849315,6,0.0273972602739726,379,0.028370387005015346,0.40452129650422936,0.5671083164907553,0,379,3922,2477,2927,3654,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-134.nexus,uce-134,66,36036,546,500,0.9157509157509157,46,0.08424908424908426,24,0.04395604395604396,2551,0.07079032079032078,0.4027916527916528,0.5264180264180264,0,2551,10229,8573,5942,8741,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-136.nexus,uce-136,73,85629,1173,948,0.8081841432225064,225,0.1918158567774936,81,0.06905370843989769,20511,0.23953333566899065,0.3476041995118476,0.4128624648191617,0,20511,18253,15431,14334,17100,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-139.nexus,uce-139,59,34220,580,515,0.8879310344827587,65,0.11206896551724138,25,0.04310344827586207,6497,0.18985973115137347,0.3000292226767972,0.5101110461718293,0,6497,9929,5055,5212,7527,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-142.nexus,uce-142,4,1896,474,237,0.5,237,0.5,16,0.03375527426160337,147,0.07753164556962025,0.3744725738396624,0.5479957805907173,0,147,529,284,426,510,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-143.nexus,uce-143,39,9204,236,200,0.847457627118644,36,0.15254237288135594,2,0.00847457627118644,484,0.05258583224684919,0.35289004780530203,0.5945241199478487,0,484,3389,1674,1574,2083,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-144.nexus,uce-144,67,19832,296,266,0.8986486486486487,30,0.10135135135135136,11,0.037162162162162164,772,0.03892698668818072,0.35977208551835416,0.6013009277934651,0,772,6898,3645,3490,5027,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-146.nexus,uce-146,82,48790,595,512,0.8605042016806723,83,0.13949579831932774,33,0.05546218487394958,2106,0.043164582906333265,0.4094486575117852,0.5473867595818815,0,2106,13828,9786,10191,12879,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-147.nexus,uce-147,51,27744,544,479,0.8805147058823529,65,0.11948529411764706,19,0.034926470588235295,4583,0.16518886966551327,0.29076557093425603,0.5440455594002307,0,4583,8228,4086,3981,6866,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-148.nexus,uce-148,58,28942,499,408,0.8176352705410822,91,0.18236472945891782,22,0.04408817635270541,1738,0.06005113675627116,0.37696081818810034,0.5629880450556285,0,1738,7360,5360,5550,8934,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-149.nexus,uce-149,69,41055,595,527,0.8857142857142857,68,0.11428571428571428,32,0.05378151260504202,4080,0.09937888198757763,0.40806235537693336,0.492558762635489,0,4080,10512,8206,8547,9710,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-153.nexus,uce-153,71,61415,865,761,0.8797687861271676,104,0.12023121387283237,37,0.04277456647398844,20868,0.3397866970609786,0.22072783521940895,0.4394854677196125,0,20868,13239,6438,7118,13752,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-154.nexus,uce-154,80,49360,617,550,0.8914100486223663,67,0.1085899513776337,8,0.012965964343598054,3793,0.07684359805510535,0.2643030794165316,0.658853322528363,0,3793,13940,6245,6801,18581,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-157.nexus,uce-157,74,70966,959,893,0.9311783107403545,66,0.06882168925964546,12,0.01251303441084463,19727,0.27797818673731084,0.30489248372460054,0.4171293295380887,0,19727,16741,12914,8723,12861,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-161.nexus,uce-161,37,20646,558,394,0.7060931899641577,164,0.2939068100358423,33,0.05913978494623656,4320,0.2092414995640802,0.25249442991378473,0.538264070522135,0,4320,4918,1945,3268,6195,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-162.nexus,uce-162,44,18128,412,389,0.9441747572815534,23,0.055825242718446605,9,0.021844660194174758,1562,0.08616504854368932,0.33456531332744927,0.5792696381288615,0,1562,5620,2605,3460,4881,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-166.nexus,uce-166,76,45600,600,531,0.885,69,0.115,27,0.045,2208,0.04842105263157895,0.3372149122807018,0.6143640350877193,0,2208,13750,6793,8584,14265,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-169.nexus,uce-169,77,70455,915,659,0.7202185792349727,256,0.2797814207650273,70,0.07650273224043716,21253,0.30165353771911146,0.23890426513377333,0.4594421971471152,0,21253,15741,7862,8970,16629,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-170.nexus,uce-170,79,73075,925,800,0.8648648648648649,125,0.13513513513513514,36,0.03891891891891892,12349,0.16899076291481355,0.3185904892234006,0.5124187478617859,0,12349,18870,11094,12187,18575,0,0,0,0,0,0,0,0,0,0,0,0,
shrew-nexus-clean-trimmed/uce-171.nexus,uce-171,75,66525,887,807,0.9098083427282976,80,0.09019165727170236,25,0.02818489289740699,21335,0.320706501315295,0.2851258925216084,0.3941676061630966,0,21335,15779,10167,8801,10443,0,0,0,0,0,0,0,0,0,0,0,0,
